,cmp,Publication.numbers,Title,English.abstract,Main.IPC.Code,category,concept,max_TFIDF
756,cmp,"JP2001002415
JP4491857","
Cmp polishing agent and method for polishing substrate","
PROBLEM TO BE SOLVED: To provide a CMP(chemical mechanical polishing) polishing agent which is capable of effecting advanced surface planarization and polishing a surface to be polished, such as surface of a silicon oxide insulation film, at a high rate without causing any flaws in the surface by using as the components of the agent, cerium oxide grains, a dispersant, an additive selected from polyacrylamide and its derivatives, and water.SOLUTION: This CMP polishing agent has a composition consisting of cerium oxide grains, a dispersant, an additive selected from polyacrylamide and its derivatives, and water, or alternatively, a composition consisting of a cerium oxide slurry that contains cerium oxide grains, dispersant and water, and an additive liquid that contains an additive and water.This polishing method comprises: pushing a substrate provided with a film to be polished, which film is formed on the surface of a substrate base material, against a polishing cloth of a polishing turntable; then applying a pressure to the substrate; and in that state, moving the substrate and turntable while supplying the CMP polishing agent to between the film to be polished and the polishing cloth, to polish the film to be polished; wherein preferably, the crystallite size of the cerium oxide used is 5-300 nm and desirably, the total content of alkali metals, halogens and sulfur in the cerium oxide grains is controlled so as to be <=10 ppm.",H01L-021/304,Slurry,water addit liquid,0.023485228
757,cmp,WO9967056,"
Composition for the chemical mechanical polishing of metal layers","
A composition for CMP and a method for using the same, whereas the chemical mechanical polishing slurry composition comprises: a fluorine-containing compound, an abrasive and water.Optionally, an oxidizer and a carboxylic acid can be used as additives in the slurry composition.The resulting slurry is especially useful for the polishing of tantalum and copper layers on a substrate.",C09G-001/02,Slurry,composit ph method,0.016074449
758,cmp,"WO200073396
AU4810200
US6251150
KR20020012246
EP1190006
WO200073396
JP2003501817
EP1190006
AT259869
DE60008376
HK1042723
DE60008376
JP3616802
KR100475690
TWI262939","
Slurry composition and method of chemical mechanical polishing using same","
The present invention provides a slurry composition for chemical mechanical polishing comprising spinel particles having the formula AO.xZ2O3 wherein A is at least one divalent cation, Z is at least one trivalent cation, and 0.01<=x<=100.The present invention also includes a method of chemical mechanical polishing the surface of a substrate using slurry compositions that include these spinel particles.The slurry compositions of the present invention provide the desired level of planarization and selectivity for both metal and oxide surfaces.In addition, the slurry compositions of the invention can be prepared such that they are substantially free of alpha phase alumina particles and other high hardness particles to produce a scratch-free polished surface.
 (From US6251150 B1)",C09G-001/00,Slurry,slurri composit preced,0.125975118
759,cmp,"EP1057591
JP2001068441
US6261157
TW446601","
Selective damascene chemical mechanical polishing","
A selective Damascene chemical mechanical polishing (CMP) technique is used to planarize a semiconductor device to remove surface topography.The semiconductor device includes a semiconductor layer (200) formed on a substrate, an insulating layer (202) formed over the semiconductor layer and patterned to expose a portion of the semiconductor layer, a barrier layer (208) formed over the insulating layer and the exposed portion of the semiconductor layer, and an electrically conductive layer (210) formed over the barrier layer.The semiconductor device is pressed against a first rotating polishing pad (220) that has no embedded abrasive particles to remove a portion of the conductive layer that overlies both the barrier layer and the insulating layer.The semiconductor device is then pressed against a second rotating polishing pad (222) that has embedded abrasive particles to expose a portion of the barrier layer that overlies the insulating layer.The device is then pressed against a third rotating polishing pad (224) that has no embedded abrasive particles to remove the portion of the barrier layer that overlies the insulating layer. <IMAGE> <IMAGE>",B24B-027/00,Pad,devic polish pad,0.029446556
760,cmp,"US6135859
US6302767","
Chemical mechanical polishing with a polishing sheet and a support sheet","
A chemical mechanical polishing apparatus has a platen, a polishing sheet extending between a first roller and a second roller, and a support sheet extending between a third roller and a fourth roller.A portion of the polishing sheet extends over a surface of the platen to polish a substrate, and a portion of the support sheet extends between the platen and the polishing sheet.The polishing sheet may be a continuous belt or a reel-to-reel tape, and the support sheet may be a continuous belt or reel-to-reel tape.",B24B-021/12,Apparatus,apparatus support sheet,0.051851481
761,cmp,"JP2000349056
US6322427
JP4803863","
Conditioning fixed abrasive articles","
The useful lifetime of a fixed abrasive article is extended and wafer-to-wafer uniformity enhanced by preconditioning a fixed abrasive element and/or periodic conditioning after initial wafer polishing.Embodiments include preconditioning by forced removal of an upper binder-rich portion of the fixed abrasive elements to expose abrasive particles having a similar concentration as the bulk concentration at about one half the height of the elements.Embodiments further include periodic conditioning after initial wafer polishing by forced removal of an upper portion of the fixed abrasive elements.",H01L-021/304,Slurry,abras element,0.129364234
762,cmp,"US6110832
KR20010014668
KR100359549
TW550142","
Method and apparatus for slurry polishing","
A method and apparatus for Chemical-Mechanical Polishing of semiconductor wafers using various formulations of high viscosity slurry.",H01L-021/302,Slurry,high viscos slurri,0.248167045
763,cmp,"WO9953532
EP1086484
KR20010042616
JP2002511650
EP1086484","
Slurry for chemical-mechanical polishing metal surfaces","
The present invention provides a slurry for chemical-mechanical polishing metal surfaces which significantly increases the removal rate and is capable of polishing metals which are inert to most common oxidizing agents.The slurry is particularly useful for polishing metal layers on semiconductor wafer substrates.The slurry includes water, abrasive particles, and an oxidizing solution.In one preferred embodiment, the oxidizing solution comprises one or more water soluble peroxides, one or more amino acids, and one or more metals and/or compounds containing metals selected from the group consisting of chromium, cobalt, copper, iron, lead, nickel, palladium, rhodium, samarium, and scandium, with copper being preferred.In another preferred embodiment, the oxidizing solution comprises one or more water soluble peroxides, one or more organic amines, and optionally one or more metals and/or compounds containing metals.
 (From WO9953532 A1)",C09G-001/00,Slurry,slurri chemicalmechan,0.070925674
764,cmp,WO9946081,"
Multi-step chemical mechanical polishing process and device","
A technique for chemical mechanical polishing is provided.The technique uses a plurality of polishing tables to selectively remove films overlying semiconductor substrates.For instance, the technique relies upon a step of partially planarizing on a first CMP table a layer of chemical mechanical polish resistant material (22) using a first CMP step by selective removal of a chemical mechanical polish resistant material (22) overlying a non-uniform film (42).The technique also uses a second step of planarizing on a second CMP table to complete planarizing the non-uniform film (42).The combination of these steps often prevents microscratching of the film underlying the chemical mechanical polish resistant material and provides a substantially uniform polished film without dishing.",B24B-037/04,Apparatus,manufactur devic,0.002714603
765,cmp,"US6143662
US6365520","
Small particle size chemical mechanical polishing composition","
The present invention provides a chemical mechanical polishing slurry for the planarization of shallow trench isolation structures and other integrated circuit structures.The chemical mechanical polishing slurry of this invention comprises small abrasive particles having a mean diameter of between about 2 and 30 nm and large abrasive particles having a mean diameter of between 2 and 10 times larger than the mean diameter of the small abrasive particles.In use, the chemical mechanical polishing slurry of this invention can also include viscosity additives and etchants.",H01L-021/3105,Slurry,larg abras particl,0.097997296
766,cmp,"US6241583
US6244935
US6379231
US6475070","
Chemical mechanical polishing with a moving polishing sheet","
A chemical mechanical polishing apparatus has a platen, a polishing sheet that is wider than the substrate extending between the a first reel and a second reel, and a motor to drive at least one of the first and second reels to move the polishing sheet in a linear direction across the top surface of the platen during polishing.The polishing sheet is driven alternately in opposing directions to switch between transferring the polishing sheet from the first reel to the second reel, and from the second reel to the first reel.",B24B-021/04,Apparatus,transfer polish,0.03293132
767,cmp,US6276997,"
Use of chemical mechanical polishing and/or poly-vinyl-acetate scrubbing to restore quality of used semiconductor wafers","
A method for restoring a used semiconductor substrate or wafer, the method comprising using a PVA scrubbing means to remove particles or residues on the surface of the substrate or wafer such that the substrate or wafer may return to their respective virgin state for reuse, the method may further comprising a procedure of acid stripping for removing deposits on the surface of the substrate or wafer before the procedure of scrubbing, or a procedure of CMP for polishing the substrate or wafer before the procedure of scrubbing, or a procedure of cleaning the substrate or wafer after the procedure of scrubbing.",H01L-021/00,Slurry,chemic solut,0.05417772
768,cmp,"EP0926715
JPH11251271
EP0926715
EP0926715
DE69840889","
Chemical mechanical polishing for isolation dielectric planarization","
A fabrication method for an integrated circuit structure, comprising the steps of: forming an oxide structure which includes, distributed there-through, a first layer comprising silicon and carbon; and polishing said oxide structure, using a slurry composition which has a selectivity to said first layer of greater than 10 to 1, so that said polishing step smoothly removes said oxide on a first side of said first layer and stops on exposed areas of said first layer; whereby said exposed areas of said first layer define a uniform surface level for said oxide structure.In an embodiment, silicon carbide is used for a hardmask for the isolation dielectric etch and also serves as an etch stop for chemical-mechanical polishing.Alternatively, silicon carbonitride or silicon carboxide can be used. <IMAGE>",H01L-021/3105,Slurry,oxid structur slurri,0.026240517
769,cmp,US6555476,"
Silicon carbide as a stop layer in chemical mechanical polishing for isolation dielectric","
Silicon carbide is used for a hardmask for the isolation dielectric etch and also serves as an etch stop for chemical-mechanical polishing.Alternatively, silicon carbonitride or silicon carboxide can be used.",H01L-021/3065,Apparatus,chlorinecontain plasma,0.009879936
770,cmp,"US6395194
US2002081849
US6699402","
Chemical mechanical polishing compositions for CMP removal of iridium thin films","
A chemical mechanical polishing (CMP) slurry composition for removing noble metal material from a substrate having the noble metal material deposited thereon, for example, a semiconductor device structure including thereon a layer of the noble metal material, e.g., iridium, patterned for use as an electrode.Such polishing slurry composition contains abrasive polishing particles, a bromide compound, a bromate compound for providing free bromine as an oxidizing agent in the composition, and an organic acid for mediating decomposition of the bromate compound in the composition.The CMP slurry composition of the invention is particularly effective for planarization and/or removal of noble metal(s) from the substrate, in applications such as the fabrication of ferroelectric or high permittivity capacitor devices.",C09G-001/02,Slurry,abras polish particl,0.056478897
771,cmp,US6528389,"
Substrate planarization with a chemical mechanical polishing stop layer","
This invention comprises an improved method of planarizing, an integrated circuit formed onto a semiconductor substrate and the planarized semiconductor substrate.Improved planarity is accomplished through the use a first and second stop layer separated by a filler layer.A first stop layer is used to define active and trench regions.A filler layer is then applied over the surface of the substrate and a second stop layer is applied on top of the filler layer.The second stop layer is patterned through etching.The pattern etched into the second stop layer is used to control chemical mechanical polishing that planarizes the surface.Patterns can be a reverse image of an active mask or a continuous pattern.In addition CMP can be used to create a condition of equilibrium planarity before the second stop layer is applied.The stop layers can comprise polysilicon, silicon nitride, or another material that is harder than a dielectric oxide material used as filler material.In addition a polysilicon stop layer may be exposed to a thermal cycle and oxidized into silicon dioxide after some degree of planarization to further regulate chemical mechanical polishing.",H01L-021/3105,Pad,pad oxid,0.032184007
772,cmp,US6046112,"
Chemical mechanical polishing slurry","
A CMP slurry comprising ZrO2particles and a surfactant, comprising TMAH (Tetra-Methyl-Ammonium Hydroxide) or TBAH (Tetra-Butyl-Ammonium Hydroxide) in a water solution is suitable for polishing low dielectric constant k siloxane based SOG layers at a high polish removal rate and with high selectivity over deposited silicon oxide layers.Polish removal rates of up to 4000 Angstroms/min. are achieved at a selectivity ratio as high as 8.",C09G-001/02,Slurry,compris zro particl,0.083618108
773,cmp,"JP2000183002
KR20000048040
TW455938
US6342166","
Method of detecting end point of polishing of wafer and apparatus for detecting end point of polishing","
A method of detecting an end point of polishing of a wafer, comprising the steps of: using a color identifying sensor for recognizing a color component of light by applying light from a light source and by converging reflected light to an optical fiber to cause the color identifying sensor to previously recognize a color component of a substance of a wafer which must be polished; displaying an ON-state when the color component is recognized and an OFF-state when the color component is not recognized; one point (except for the central point) of the surface of the rotating wafer is irradiated with light emitted from the color identifying sensor to cause the color identifying sensor to detect the number of times (m) of off-states; and determining an end of polishing of the wafer when the detected number of times (m) coincides with the number (n) of off-states indicating an optimum end point of polishing of the wafer.",H01L-021/66,Apparatus,color identifi,0.070657104
774,cmp,JP2000183001,"
Polish end-point detecting method for wafer and chemical-mechanical polishing device used for the same","
PROBLEM TO BE SOLVED: To provide a method for detecting the end-point of CMP(chemical- mechanical polishing), which uses an index representing more precise conditions for the polish surface of a polished wafer.SOLUTION: This method includes the steps of using a color discrimination sensor, wherein a light is projected from a light source and its reflection light is condensed into an optical fiber for recognizing the color component of light, the color component of a traced material on a wafer to be polished is recognized by a color discrimination sensor in digital value in advance, on-state is displayed when that color component is recognized, while off-state is displayed when that is not recognized, a point on the surface of a rotating wafer (except for a center point) is irradiated with a light from the color discrimination sensor, for detecting a digital value of wafer's position coordinate and color component, and a time when a detected value (m) and a position (x, y) match with a digital value (n) of reference color component representing an optimum wafer polish end-point which is recorded in advance and a wafer position (x, y) value is taken as wafer's polish end-point.",B24B-037/013,Apparatus,detect,0.036899706
775,cmp,"WO200031794
EP1133792
KR20010089510
US6346741
JP2002530890
EP1133792
JP5128731","
Chemical mechanical polishing of feram capacitors","
An integrated circuit structures formed by chemical mechanical polishing (CMP) process, which comprises a conductive pathway recessed in a dielectric substrate, wherein the conductive pathway comprises conductive transmission lines encapsulated in a transmission-enhancement material, and wherein the conductive pathway is filled sequentially by a first layer of the transmission-enhancement material followed by the conductive transmission line; a second layer of transmission-enhancement material encapsulating the conductive transmission line and contacting the first layer of the transmission-enhancement material, wherein the transmission-enhancement material is selected from the group consisting of high magnetic permeability material and high permittivity material.Such integrated circuit structure may comprise a device structure selected from the group consisting of capacitors, inductors, and resistors.Preferably, the transmission-enhancement material comprises MgMn ferrites, MgMnAl ferrites, barium strontium titanate, lead zirconium titanate, titanium oxide, tantalum oxide, etc.
 (From US6346741 B1)",H01L-021/304,Apparatus,devic structur,0.056938327
776,cmp,US6260709,"
Membrane filter element for chemical-mechanical polishing slurries","
A filter media for physically separating particles of an abrasive media having a given mean average particle size from a chemical-mechanical polishing (CMP) slurry.The abrasive media has a particle size distribution including particles larger than the mean average particle size.The filter media is provided as being formed of at least one sheet of a porous membrane having a first and second surface defining a thickness dimension of the membrane therebetween, and having a plurality of generally cylindrical capillary pores formed through the thickness dimension sized effective to capture the particles larger than the mean average particle size.In service, the slurry is supplied to the first side of the filter media, and is passed through the media to the second side thereof such that at least a portion of the particles of the abrasive media larger than the mean average particle size is retained on the first side of the filter media.Such portion may include particles of the abrasive media which are smaller than the pore size of the membrane.",B01D-061/14,Slurry,abras media,0.086802241
777,cmp,JP2000109810,"
Polishing agent for cmp and polishing of substrate","
PROBLEM TO BE SOLVED: To obtain a polishing agent for CMP, which can be easily disposed of when it becomes a waste, can polish the surface of a substrate such as a silicon oxide film at a high rate without scratching, and can show a ratio of the rate of polishing a silicon oxide film to that of polishing a silicon nitride film of 10 or greater, and to provide a method for polishing a substrate therewith.SOLUTION: There are provided a polishing agent for CMP, comprising cerium oxide particles, a dispersant, a biodegradable additive and water, or comprising a cerium oxide slurry containing cerium oxide particles, a dispersant, and water and an additive solution containing a biodegradable additive and water, wherein the biodegradable additive is an amphoteric biodegradable polymer having free COOM groups and/or SO3M groups and NH2 groups (wherein M is H, NH4, Na, or K); and a method for polishing a substrate, comprising pressing a substrate on which a film to be polished has been formed against the polishing cloth of a polishing surface plate and moving the substrate and the surface plate to polish the film to be polished while feeding the polishing agent for CMP into a space between the film to be polished and the polishing cloth.",B24B-037/00,Slurry,particl dispers,0.016871192
778,cmp,JP2000109809,"
Polishing agent for cmp and polishing of substrate","
PROBLEM TO BE SOLVED: To obtain a polishing agent for CMP, which can be easily disposed of when it becomes a waste, can polish the surface of a substrate such as a silicon oxide film at a high rate without scratching, and can show a ratio of the rate of polishing a silicon oxide film to that of polishing a silicon nitride film of 10 or greater, and to provide a method for polishing a substrate therewith.SOLUTION: There are provided a polishing agent for CMP, comprising cerium oxide particles, a dispersant, a biodegradable additive and water, or comprising a cerium oxide slurry containing cerium oxide particles, a dispersant, and water and an additive solution containing a biodegradable additive and water, wherein the biodegradable additive is a cationic biodegradable polymer having free NH2 groups; and a method for polishing a substrate, comprising pressing a substrate on which a film to be polished has been formed against the polishing cloth of a polishing surface plate and moving the substrate and the surface plate to polish the film to be polished while feeding the polishing agent for CMP into a space between the film to be polished and the polishing cloth.",B24B-037/00,Slurry,particl dispers,0.017930607
779,cmp,JP2000109805,"
Polishing agent for cmp and polishing of substrate","
PROBLEM TO BE SOLVED: To obtain a polishing agent for CMP, which can be easily disposed of when it becomes a waste, can polish the surface of a substrate such as a silicon oxide film at a high rate without scratching, and can show a ratio of the rate of polishing a silicon oxide film to that of polishing a silicon nitride film of 10 or greater, and to provide a method for polishing a substrate therewith.SOLUTION: There are provided a polishing agent for CMP, comprising cerium oxide particles, a dispersant, a biodegradable additive and water, or comprising a cerium oxide slurry containing cerium oxide particles, a dispersant, and water and an additive solution containing a biodegradable additive and water, wherein the biodegradable additive is an acrolein polymer or a derivative thereof; and a method for polishing a substrate, comprising pressing a substrate on which a film to be polished has been formed against the polishing cloth of a polishing surface plate and moving the substrate and the surface plate to polish the film to be polished while feeding the polishing agent for CMP into a space between the film to be polished and the polishing cloth.",B24B-037/00,Slurry,particl dispers,0.019068108
780,cmp,JP2000109804,"
Polishing agent for cmp and polishing of substrate","
PROBLEM TO BE SOLVED: To obtain a polishing agent for CMP, which can be easily disposed of when it becomes a waste, can polish the surface of a substrate such as a silicon oxide film at a high rate without scratching, and can show a ratio of the rate of polishing a silicon oxide film to that of polishing a silicon nitride film of 10 or greater, and to provide a method for polishing a substrate therewith.SOLUTION: There are provided a polishing agent for CMP, comprising cerium oxide particles, a dispersant, a biodegradable additive and water, or comprising a cerium oxide slurry containing cerium oxide particles, a dispersant, and water and an additive solution containing a biodegradable additive and water wherein the biodegradable additive is a polysaccharide or a derivative thereof; and a method for polishing a substrate, comprising pressing a substrate on which a film to be polished has been formed against the polishing cloth of a polishing surface plate and moving the substrate and the surface plate to polish the film to be polished while feeding the polishing agent for CMP into a space between the film to be polished and the polishing cloth.",B24B-037/00,Slurry,particl dispers,0.019358978
781,cmp,JP2000109806,"
Polishing agent for cmp and method for polishing substrate","
PROBLEM TO BE SOLVED: To obtain a polishing agent for CMP, which can be easily disposed of when it becomes a waste, can polish the surface of a substrate such as a silicon oxide film at a high rate without scratching, and can show a ratio of the rate of polishing a silicon oxide film to that of polishing a silicon nitride of 10 or greater and to provide a method for polishing a substrate therewith.SOLUTION: There are provided a polishing agent for CMP, comprising cerium oxide particles, a dispersant, a biodegradable additive, and water or comprising a cerium oxide slurry containing cerium oxide particles, a dispersant, and water and an additive solution containing a biodegradable additive and water, wherein the biodegradable additive is a polyglyoxylic acid or a derivative thereof; and a method for polishing a substrate, comprising pressing a substrate on which a film to be polished has been formed against the polishing cloth of a polishing surface plate and moving the substrate and the surface plate to polish the film to be polished while feeding the polishing agent for CMP into between the film to be polished and the polishing cloth.",B24B-037/00,Slurry,particl dispers,0.019196297
782,cmp,JP2000109798,"
Cmp abrasive and polishing of substrate","
PROBLEM TO BE SOLVED: To obtain a CMP(chemical mechanical polishing) abrasive being readily subjected to waste liquor treatment, capable of polishing a face to be polished such as a silicon oxide film at a high speed without a scratch, having the ratio of the polishing rate of the silicon oxide film to the polishing rate of a silicon nitride film of >=10, and a method for polishing a substrate using the CMP abrasive.SOLUTION: This CMP abrasive comprises a cerium oxide particle, a dispersant, an additive having >80 to 100% biodegradation degree after 28 days measured by JIS K 6,950 and water.The method for polishing a substrate comprises pressing the substrate having formed a film to be polished against a polishing cloth of a polishing fixed plate, pressurizing the polishing cloth and relatively moving the substrate from the polishing fixed plate and polishing the film to be polished while supplying the CMP abrasive between the film to be polished and the polishing cloth.",B24B-037/00,Slurry,particl dispers,0.016011865
783,cmp,JP2000109800,"
Cmp abrasive and polishing of substrate","
PROBLEM TO BE SOLVED: To obtain a CMP(chemical mechanical polishing) abrasive being readily subjected to waste liquor treatment, capable of polishing a face to be polished such as a silicon oxide film at a high speed without a scratch, having the ratio of the polishing rate of the silicon oxide film to the polishing rate of a silicon nitride film of >=10, and a method for polishing a substrate using the CMP abrasive.SOLUTION: This CMP abrasive comprises a cerium oxide particle, a dispersant, an additive having biodegradability and water.A CMP abrasive comprises the additive having biodegradability which is a water-soluble polyester or its derivative.A CMP abrasive comprises a cerium oxide slurry containing a cerium oxide particle, a dispersant and water and an additive solution containing an additive having biodegradability and water.The method for polishing a substrate comprises pressing the substrate having formed a polishing film against a polishing cloth of a polishing fixed plate, pressurizing the polishing cloth and relatively moving the substrate from the polishing fixed plate and polishing the film to be polished while supplying the CMP abrasive between the film to be polished and the polishing cloth.",B24B-037/00,Slurry,cmp abras compris,0.024375738
784,cmp,JP2000109801,"
Polishing agent for cmp and polishing of substrate","
PROBLEM TO BE SOLVED: To obtain a polishing agent for CMP, which can be easily disposed of when it becomes a waste, can polish the surface of a substrate such as a silicon oxide film at a high rate without scratching, and can show a ratio of the rate of polishing a silicon oxide film to that of polishing a silicon nitride film of 10 or greater, and to provide a method for polishing a substrate therewith.SOLUTION: There are provided a polishing agent for CMP, comprising cerium oxide particles, a dispersant, a biodegradable additive and water, or comprising a cerium oxide slurry containing cerium oxide particles, a dispersant, and water and an additive solution containing a biodegradable additive and water, wherein the biodegradable additive is a polyether or a derivative thereof; and a method for polishing a substrate, comprising pressing a substrate on which a film to be polished has been formed against the polishing cloth of a polishing surface plate and moving the substrate and the surface plate to polish the film to be polished while feeding the polishing agent for CMP into a space between the film to be polished and the polishing cloth.",B24B-037/00,Slurry,particl dispers,0.018816799
785,cmp,JP2000109802,"
Polishing agent for cmp and polishing of substrate","
PROBLEM TO BE SOLVED: To obtain a polishing agent for CMP, which can be easily disposed of when it becomes a waste, can polish the surface of a substrate such as a silicon oxide film at a high rate without scratching, and can show a ratio of the rate of polishing a silicon oxide film to that of polishing a silicon nitride film of 10 or greater, and to provide a method for polishing a substrate therewith.SOLUTION: There are provided a polishing agent for CMP, comprising cerium oxide particles, a dispersant, a biodegradable additive and water, or comprising a cerium oxide slurry containing cerium oxide particles, a dispersant, and water and an additive solution containing a biodegradable additive and water, wherein the biodegradable additive is a polyvinyl alcohol, a polyvinyl alcohol copolymer, or a derivative thereof; and a method for polishing a substrate, comprising pressing a substrate on which a film to be polished has been formed against the polishing cloth of a polishing surface plate and moving the substrate and the surface plate to polish the film to be polished while feeding the polishing agent for CMP into a space between the film to be polished and the polishing cloth.",B24B-037/00,Slurry,particl dispers,0.018015452
786,cmp,JP2000109799,"
Cmp abrasive and polishing of substrate","
PROBLEM TO BE SOLVED: To obtain a CMP(chemical mechanical polishing) abrasive being readily subjected to waste liquor treatment, capable of polishing a face to be polished such as a silicon oxide film at a high speed without a scratch, having the ratio of the polishing rate of the silicon oxide film to the polishing rate of a silicon nitride film of >=10, and a method for polishing a substrate using the CMP abrasive.SOLUTION: This CMP abrasive comprises a cerium oxide particle, a dispersant, an additive having biodegradability and water.A CMP abrasive comprises an additive having biodegradability which is a polyamino acid and its derivative.A CMP abrasive comprises a cerium oxide slurry containing a cerium oxide particle, a dispersant and water and an additive solution containing an additive having biodegradability and water.The method for polishing a substrate comprises pressing the substrate having formed a polishing film against a polishing cloth of a polishing fixed plate, pressurizing the polishing cloth and relatively moving the substrate from the polishing fixed plate and polishing the film to be polished while supplying the CMP abrasive between the film to be polished and the polishing cloth.",B24B-037/00,Slurry,polyamino acid,0.025123676
787,cmp,JP2000109796,"
Cmp abrasive and polishing of substrate","
PROBLEM TO BE SOLVED: To obtain a CMP(chemical mechanical polishing) abrasive being readily subjected to waste liquor treatment, capable of polishing a face to be polished such as a silicon oxide film at a high speed without a scratch, having the ratio of the polishing rate of the silicon oxide film to the polishing rate of a silicon nitride film of >=10, and a method for polishing a substrate using the CMP abrasive.SOLUTION: This CMP abrasive comprises a cerium oxide particle, a dispersant, an additive having >40 to 60% biodegradation degree after 28 days measured by JIS K 6,950 and water.The method for polishing a substrate comprises pressing the substrate having formed a film to be polished against a polishing cloth of a polishing fixed plate, pressurizing the polishing cloth and relatively moving the substrate from the polishing fixed plate and polishing the film to be polished while supplying the CMP abrasive between the film to be polished and the polishing cloth.",B24B-037/00,Slurry,particl dispers,0.015922579
788,cmp,JP2000109794,"
Cmp abrasive and polishing of substrate","
PROBLEM TO BE SOLVED: To obtain a CMP(chemical mechanical polishing) abrasive being readily subjected to waste liquor treatment, capable of polishing a face to be polished such as a silicon oxide film at a high speed without a scratch, having the ratio of the polishing rate of the silicon oxide film to the polishing rate of a silicon nitride film of >=10, and a method for polishing a substrate using the CMP abrasive.SOLUTION: This CMP abrasive comprises a cerium oxide particle, a dispersant, an additive having 1-20% biodegradation degree after 28 days measured by JIS K 6,950 and water.The method for polishing a substrate comprises pressing the substrate having formed a film to be polished against a polishing cloth of a polishing fixed plate, pressurizing the polishing cloth and relatively moving the substrate from the polishing fixed plate and polishing the film to be polished while supplying the CMP abrasive between the film to be polished and the polishing cloth.",B24B-037/00,Slurry,addit addit liquid,0.01658082
789,cmp,JP2000109797,"
Cmp abrasive and polishing of substrate","
PROBLEM TO BE SOLVED: To obtain a CMP(chemical mechanical polishing) abrasive being readily subjected to waste liquor treatment, capable of polishing a face to be polished such as a silicon oxide film at a high speed without a scratch, having the ratio of the polishing rate of the silicon oxide film to the polishing rate of a silicon nitride film of >=10, and a method for polishing a substrate using the CMP abrasive.SOLUTION: This CMP abrasive comprises a cerium oxide particle, a dispersant, an additive having >60 to 80% biodegradation degree after 28 days measured by JIS K 6,950 and water.The method for polishing a substrate comprises pressing the substrate having formed a film to be polished against a polishing cloth of a polishing fixed plate, pressurizing the polishing cloth and relatively moving the substrate from the polishing fixed plate and polishing the film to be polished while supplying the CMP abrasive between the film to be polished and the polishing cloth.",B24B-037/00,Slurry,particl dispers,0.015922579
790,cmp,JP2000109795,"
Cmp abrasive and polishing of substrate","
PROBLEM TO BE SOLVED: To obtain a CMP(chemical mechanical polishing) abrasive being readily subjected to waste liquor treatment, capable of polishing a face to be polished such as a silicon oxide film at a high speed without a scratch, having the ratio of the polishing rate of the silicon oxide film to the polishing rate of a silicon nitride film of >=10, and a method for polishing a substrate using the CMP abrasive.SOLUTION: This CMP abrasive comprises a cerium oxide particle, a dispersant, an additive having >20 to 40% biodegradation degree after 28 days measured by JIS K 6,950 and water.The method for polishing a substrate comprises pressing the substrate having formed a film to be polished against a polishing cloth of a polishing fixed plate, pressurizing the polishing cloth and relatively moving the substrate from the polishing fixed plate and polishing the film to be polished while supplying the CMP abrasive between the film to be polished and the polishing cloth.",B24B-037/00,Slurry,particl dispers,0.015922579
791,cmp,"JP2000109807
JP4744656","
Polishing agent for cmp and polishing of substrate","
PROBLEM TO BE SOLVED: To obtain a polishing agent for CMP, which can be easily disposed of when it becomes a waste, can polish the surface of a substrate such as a silicon oxide film at a high rate without scratching, and can show a ratio of the rear of polishing a silicon oxide film to that of polishing a silicon nitride film of 10 or greater, and to provide a method for polishing a substrate therewith.SOLUTION: There are provided a polishing agent for CMP, comprising cerium oxide particles, a dispersant, a biodegradable additive, and water or comprising a cerium oxide slurry containing cerium oxide particles, a dispersant, and water and an additive solution containing a biodegradable additive and water, wherein the biodegradable additive is an anionic biodegradable polymer having free COOM groups and/or SO3M groups (wherein M is H, NH4, Na, or K); and a method for polishing a substrate, comprising pressing a substrate on which a film to be polished has been formed against the polishing cloth of a polishing surface plate and moving the substrate and the surface plate to polish the film to be polished while feeding the polishing agent for CMP into a space between the film to be polished and the polishing cloth.",C09K-003/14,Slurry,abras shiyaro,0.05385573
792,cmp,"JP2000109803
JP4088811","
Polishing agent for cmp and polishing of substrate","
PROBLEM TO BE SOLVED: To obtain a polishing agent for CMP, which can be easily disposed of when it becomes a waste, can polish the surface of a substrate such as a silicon oxide film at a high rate without scratching, and can show a ratio of the rate of polishing a silicon oxide film to that of polishing a silicon nitride film of 10 or greater, and to provide a method for polishing a substrate therewith.SOLUTION: There are provided a polishing agent for CMP, comprising cerium oxide particles, a dispersant, a biodegradable additive and water, or comprising a cerium oxide slurry containing cerium oxide particles, a dispersant, and water and an additive solution containing a biodegradable additive and water, wherein the biodegradable additive is a polyacrylic acid copolymer or a derivative thereof; and a method for polishing a substrate, comprising pressing a substrate on which a film to be polished has been formed against the polishing cloth of a polishing surface plate and moving the substrate and the surface plate to polish the film to be polished while feeding the polishing agent for CMP into a space between the film to be polished and the polishing cloth.",C09K-003/14,Slurry,acid copolym deriv,0.036869588
